Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Visibility_MeanRatio,Outlet_Location_Score,High_MRP_Flag
DRZ11,8.85,Regular,0.112571187,Soft Drinks,122.0388,OUT013,1987,High,Tier 3,Supermarket Type1,1609.9044,26,DR,1.6036086783618502,3,0
NCL54,12.6,Low Fat,0.083221904,Household,174.5054,OUT017,2007,Small,Tier 2,Supermarket Type1,2626.581,6,NC,1.185519767897595,2,1
FDS19,13.8,Regular,0.064195136,Fruits and Vegetables,75.8012,OUT035,2004,Small,Tier 2,Supermarket Type1,1138.518,9,FD,0.9144780288957887,2,0
DRB13,6.115,Regular,0.007055292,Soft Drinks,188.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.307,14,DR,0.10050464760202747,1,1
DRI51,17.25,Low Fat,0.070703828,Dairy,170.3764,OUT010,1998,Small,Tier 3,Grocery Store,343.5528,15,DR,1.0071962035383315,3,1
FDS57,15.5,Low Fat,0.102941345,Snack Foods,142.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,2719.793,28,FD,1.4664288314223892,3,0
FDT39,6.26,Regular,0.009887927,Meat,150.7366,OUT045,2002,Small,Tier 2,Supermarket Type1,2418.1856,11,FD,0.14085634140296002,2,1
FDH48,13.5,Low Fat,0.101231721,Baking Goods,86.254,OUT010,1998,Small,Tier 3,Grocery Store,173.108,15,FD,1.4420747497412953,3,0
NCB18,19.6,Low Fat,0.069112952,Household,90.1514,OUT010,1998,Small,Tier 3,Grocery Store,442.757,15,NC,0.9845337209991932,3,0
FDR25,17.0,Regular,0.138846289,Canned,263.7884,OUT027,1985,Medium,Tier 3,Supermarket Type3,1324.942,28,FD,1.9779050033356895,3,1
FDV21,11.5,Low Fat,0.171050595,Snack Foods,126.3704,OUT035,2004,Small,Tier 2,Supermarket Type1,3880.2824,9,FD,2.4366645310487676,2,0
DRH23,14.65,Low Fat,0.170663661,Hard Drinks,54.9614,OUT049,1999,Medium,Tier 1,Supermarket Type1,552.614,14,DR,2.4311525458162295,1,0
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016,4,FD,0.0783037123074688,3,0
NCC31,8.02,Low Fat,0.033259081,Household,154.2972,OUT010,1998,Small,Tier 3,Grocery Store,1090.5804,15,NC,0.4737850985433753,3,1
FDU03,18.7,Regular,0.092095924,Meat,183.3292,OUT017,2007,Small,Tier 2,Supermarket Type1,2006.7212,6,FD,1.311932714790983,2,1
FDG50,7.405,Low Fat,0.015295536,Canned,89.7146,OUT049,1999,Medium,Tier 1,Supermarket Type1,547.2876,14,FD,0.21788927454230453,1,0
FDY31,5.98,Low Fat,0.043526599,Fruits and Vegetables,148.4418,OUT013,1987,High,Tier 3,Supermarket Type1,2354.2688,26,FD,0.6200488220487205,3,1
FDX39,14.3,Regular,0.049435598,Meat,209.7586,OUT027,1985,Medium,Tier 3,Supermarket Type3,5487.5236,28,FD,0.7042241987979369,3,1
FDE46,18.6,Low Fat,0.027610698,Snack Foods,149.5366,OUT019,1985,Small,Tier 1,Grocery Store,604.5464,28,FD,0.3933222710748194,1,1
NCN29,15.2,Low Fat,0.012141036,Health and Hygiene,48.7034,OUT045,2002,Small,Tier 2,Supermarket Type1,680.4476,11,NC,0.17295252197974642,2,0
DRF13,12.1,Low Fat,0.029949818,Soft Drinks,146.3444,OUT017,2007,Small,Tier 2,Supermarket Type1,3773.7544,6,DR,0.42664370288782644,2,1
FDT46,11.35,Low Fat,0.053939315,Snack Foods,52.1008,OUT019,1985,Small,Tier 1,Grocery Store,50.6008,28,FD,0.7683809324929081,1,0
FDS58,9.285,Regular,0.021002641,Snack Foods,161.5578,OUT046,1997,Small,Tier 1,Supermarket Type1,4653.2762,16,FD,0.29918861365580524,1,1
FDX52,11.5,Regular,0.073541072,Frozen Foods,192.282,OUT019,1985,Small,Tier 1,Grocery Store,386.164,28,FD,1.047613553859334,1,1
FDP27,8.155,Low Fat,0.199935881,Meat,188.453,OUT010,1998,Small,Tier 3,Grocery Store,379.506,15,FD,2.848143671857366,3,1
FDX44,9.3,Low Fat,0.043033346,Fruits and Vegetables,89.4172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1159.8236,14,FD,0.6130222923255505,1,0
DRO35,13.85,Low Fat,0.034570357,Hard Drinks,117.4492,OUT046,1997,Small,Tier 1,Supermarket Type1,3243.7776,16,DR,0.49246459930521425,1,0
FDC59,16.7,Regular,0.054739692,Starchy Foods,65.7168,OUT045,2002,Small,Tier 2,Supermarket Type1,1086.5856,11,FD,0.7797825312267049,2,0
FDB12,11.15,Regular,0.105471384,Baking Goods,105.8648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.4312,14,FD,1.5024699588646533,1,0
FDU26,16.7,Regular,0.042610897,Dairy,117.2782,OUT035,2004,Small,Tier 2,Supermarket Type1,715.0692,9,FD,0.6070043857846407,2,0
NCF30,17.0,Low Fat,0.126758324,Household,124.5362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1132.5258,4,NC,1.8057084928935077,3,0
FDX20,7.365,Low Fat,0.042524835,Fruits and Vegetables,228.372,OUT013,1987,High,Tier 3,Supermarket Type1,4527.44,26,FD,0.6057784080388683,3,1
FDN02,16.5,Low Fat,0.073813788,Canned,207.2638,OUT035,2004,Small,Tier 2,Supermarket Type1,5383.6588,9,FD,1.0514984710924458,2,1
DRC27,13.8,Low Fat,0.097251621,Dairy,245.7802,OUT010,1998,Small,Tier 3,Grocery Store,245.6802,15,DR,1.385377089613149,3,1
FDZ38,17.6,Low Fat,0.014008751,Dairy,171.3422,OUT019,1985,Small,Tier 1,Grocery Store,862.211,28,FD,0.19955865506339776,1,1
DRH25,18.7,Low Fat,0.02442574,Soft Drinks,52.9324,OUT010,1998,Small,Tier 3,Grocery Store,51.9324,15,DR,0.34795163561178566,3,0
FDK21,7.905,Low Fat,0.010012319,Snack Foods,250.4408,OUT046,1997,Small,Tier 1,Supermarket Type1,3004.0896,16,FD,0.1426283409352985,1,1
FDT01,13.65,Regular,0.184454044,Canned,211.4902,OUT049,1999,Medium,Tier 1,Supermarket Type1,4035.4138,14,FD,2.6276004864134426,1,1
FDZ09,17.6,Low Fat,0.105042025,Snack Foods,163.8868,OUT049,1999,Medium,Tier 1,Supermarket Type1,3111.9492,14,FD,1.496353617402137,1,1
DRL37,15.5,Low Fat,0.053589594,Soft Drinks,44.177,OUT018,2009,Medium,Tier 3,Supermarket Type2,173.108,4,DR,0.7633990570632264,3,0
FDN49,17.25,Regular,0.125734578,Breakfast,41.748,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74,4,FD,1.7911249390216077,3,0
FDC22,6.89,Regular,0.136705075,Snack Foods,194.882,OUT045,2002,Small,Tier 2,Supermarket Type1,4440.886,11,FD,1.9474027989605158,2,1
FDT33,7.81,Regular,0.03412912,Snack Foods,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,1838.2738,4,FD,0.4861790523435894,3,1
NCB43,20.2,Low Fat,0.100319317,Household,188.6898,OUT018,2009,Medium,Tier 3,Supermarket Type2,3367.6164,4,NC,1.4290772944282226,3,1
DRI25,19.6,Low Fat,0.033737273,Soft Drinks,56.6614,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.8754,28,DR,0.4805970800242422,3,0
FDD21,10.3,Regular,0.030569229,Fruits and Vegetables,113.1176,OUT046,1997,Small,Tier 1,Supermarket Type1,4695.2216,16,FD,0.4354673893172215,1,0
FDS23,4.635,Low Fat,0.14086247,Breads,126.4994,OUT035,2004,Small,Tier 2,Supermarket Type1,1670.4922,9,FD,2.00662607695063,2,0
FDS13,6.465,Low Fat,0.208397715,Canned,265.2884,OUT010,1998,Small,Tier 3,Grocery Store,264.9884,15,FD,2.96868491157315,3,1
DRI03,6.03,Low Fat,0.039751236,Dairy,176.9028,OUT019,1985,Small,Tier 1,Grocery Store,708.4112,28,DR,0.5662676989024732,1,1
FDU58,6.61,Regular,0.029006239,Snack Foods,186.4898,OUT045,2002,Small,Tier 2,Supermarket Type1,2993.4368,11,FD,0.41320215080469885,2,1
FDL09,19.6,Regular,0.127416049,Snack Foods,167.4816,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.6896,28,FD,1.8150779731849034,3,1
FDS12,9.1,Low Fat,0.291438755,Baking Goods,126.8362,OUT010,1998,Small,Tier 3,Grocery Store,125.8362,15,FD,4.151628220185446,3,0
FDP03,5.15,Regular,0.06112617,Meat,122.5388,OUT013,1987,High,Tier 3,Supermarket Type1,371.5164,26,FD,0.8707597325683506,3,0
FDI21,5.59,Regular,0.056328717,Snack Foods,63.9168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1597.92,28,FD,0.802418645742704,3,0
FDW45,18.0,Low Fat,0.03901099,Snack Foods,147.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,16,FD,0.5557226834206461,1,1
NCA18,10.1,Low Fat,0.093862362,Household,115.9492,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,15,NC,1.3370961281126188,3,0
FDN32,17.5,Low Fat,0.015485016,Fruits and Vegetables,185.6266,OUT027,1985,Medium,Tier 3,Supermarket Type3,4979.5182,28,FD,0.22058847120597658,3,1
FDR15,9.3,Regular,0.033276066,Meat,153.8314,OUT027,1985,Medium,Tier 3,Supermarket Type3,3723.1536,28,FD,0.47402705471464646,3,1
DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9392,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096,14,DR,0.1535806718604672,1,1
DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6486,OUT018,2009,Medium,Tier 3,Supermarket Type2,2199.1374,4,DR,0.9648343290344008,3,1
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,OUT046,1997,Small,Tier 1,Supermarket Type1,2283.0282,16,FD,0.26226303918347255,1,1
FDE33,19.35,Regular,0.083079826,Fruits and Vegetables,80.3644,OUT010,1998,Small,Tier 3,Grocery Store,157.1288,15,FD,1.1834958262489714,3,0
FDJ58,15.6,Regular,0.176244038,Snack Foods,173.6764,OUT010,1998,Small,Tier 3,Grocery Store,515.3292,15,FD,2.5106466084108687,3,1
FDM46,7.365,Low Fat,0.160216552,Snack Foods,93.512,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816,14,FD,2.2823304972738065,1,0
FDD23,9.5,Regular,0.048676324,Starchy Foods,187.7898,OUT035,2004,Small,Tier 2,Supermarket Type1,2057.9878,9,FD,0.6934081240269165,2,1
DRM35,9.695,Low Fat,0.070103425,Hard Drinks,179.4344,OUT027,1985,Medium,Tier 3,Supermarket Type3,5888.3352,28,DR,0.9986432914924233,3,1
DRC25,5.73,Low Fat,0.045556681,Soft Drinks,85.3882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1288.323,4,DR,0.6489679193749855,3,0
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.783,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075,14,FD,1.0854018940374683,1,0
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,1567.959,26,FD,1.2420106434639413,3,0
FDV19,14.85,Regular,0.035311852,Fruits and Vegetables,160.9578,OUT049,1999,Medium,Tier 1,Supermarket Type1,4813.734,14,FD,0.5030274071484141,1,1
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.452,14,FD,1.4684168464614193,1,0
FDX50,20.1,Low Fat,0.075049323,Dairy,110.4228,OUT017,2007,Small,Tier 2,Supermarket Type1,1105.228,6,FD,1.0690990196983674,2,0
DRC25,5.73,Low Fat,0.045463871,Soft Drinks,85.2882,OUT045,2002,Small,Tier 2,Supermarket Type1,2061.3168,11,DR,0.6476458144438297,2,0
FDA15,9.3,Low Fat,0.015944801,Dairy,249.5092,OUT027,1985,Medium,Tier 3,Supermarket Type3,6474.2392,28,FD,0.227138239719838,3,1
FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,16,FD,0.32728275226352527,1,1
FDJ50,8.645,Low Fat,0.021629781,Canned,51.9982,OUT045,2002,Small,Tier 2,Supermarket Type1,999.3658,11,FD,0.3081224018954891,2,0
FDT13,14.85,Low Fat,0.032516546,Canned,188.8214,OUT019,1985,Small,Tier 1,Grocery Store,753.6856,28,FD,0.4632074756034358,1,1
FDN12,15.6,Low Fat,0.081036436,Baking Goods,112.3544,OUT013,1987,High,Tier 3,Supermarket Type1,2572.6512,26,FD,1.154387152665581,3,0
FDD58,7.76,Low Fat,0.059472609,Snack Foods,98.77,OUT045,2002,Small,Tier 2,Supermarket Type1,1298.31,11,FD,0.8472042843185182,2,0
FDM04,9.195,Regular,0.047081398,Frozen Foods,51.1666,OUT013,1987,High,Tier 3,Supermarket Type1,1179.1318,26,FD,0.6706879480822057,3,0
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.8304,14,FD,0.6732379111367969,1,0
FDW28,18.25,Low Fat,0.148673586,Frozen Foods,197.2452,OUT010,1998,Small,Tier 3,Grocery Store,195.7452,15,FD,2.1178976530893014,3,1
FDA45,21.25,Low Fat,0.156012631,Snack Foods,177.337,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.992,4,FD,2.2224444431385897,3,1
NCO26,7.235,Low Fat,0.077011493,Household,117.3492,OUT045,2002,Small,Tier 2,Supermarket Type1,1506.0396,11,NC,1.0970506912075368,2,0
FDV26,20.25,Regular,0.07614605,Dairy,197.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,4681.9056,9,FD,1.0847222087386834,2,1
FDC50,15.85,Low Fat,0.135836915,Canned,93.8094,OUT027,1985,Medium,Tier 3,Supermarket Type3,3237.1196,28,FD,1.93503561205143,3,0
NCV05,10.1,Low Fat,0.030062224,Health and Hygiene,154.3656,OUT027,1985,Medium,Tier 3,Supermarket Type3,2471.4496,28,NC,0.4282449584302411,3,1
FDW48,18.0,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944,4,FD,0.12216208252552278,3,0
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,OUT013,1987,High,Tier 3,Supermarket Type1,3563.3616,26,FD,1.1552447045969532,3,1
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,OUT045,2002,Small,Tier 2,Supermarket Type1,2600.6148,11,FD,1.42539410468062,2,1
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.3832,9,FD,0.12584317821618232,2,0
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,1911.5118,4,FD,0.10070935235216978,3,1
NCC30,16.6,Low Fat,0.046161923,Household,176.6344,OUT010,1998,Small,Tier 3,Grocery Store,356.8688,15,NC,0.6575897643565889,3,1
NCZ17,12.15,Low Fat,0.079592733,Health and Hygiene,37.3506,OUT045,2002,Small,Tier 2,Supermarket Type1,645.1602,11,NC,1.1338211915038048,2,0
FDZ56,16.25,Low Fat,0.025776994,Fruits and Vegetables,169.9474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2863.6058,14,FD,0.36720063439040884,1,1
NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,OUT013,1987,High,Tier 3,Supermarket Type1,2649.884,26,NC,0.29858994129467226,3,0
DRC25,5.73,Low Fat,0.045463871,Soft Drinks,87.3882,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374.2112,28,DR,0.6476458144438297,3,0
FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,OUT046,1997,Small,Tier 1,Supermarket Type1,1268.349,16,FD,0.29510409148469824,1,0
FDB36,5.465,Regular,0.048801674,Baking Goods,132.1626,OUT017,2007,Small,Tier 2,Supermarket Type1,1573.9512,6,FD,0.6951937705425979,2,0
FDT37,14.15,Low Fat,0.035263498,Canned,253.7014,OUT045,2002,Small,Tier 2,Supermarket Type1,5865.0322,11,FD,0.5023385906217347,2,1
FDG47,12.8,Low Fat,0.069605676,Starchy Foods,261.9252,OUT035,2004,Small,Tier 2,Supermarket Type1,4984.1788,9,FD,0.9915527149664254,2,1
FDM45,8.655,Regular,0.088373591,Snack Foods,119.3756,OUT045,2002,Small,Tier 2,Supermarket Type1,1454.1072,11,FD,1.2589070191256018,2,0
FDQ40,11.1,Regular,0.035853059,Frozen Foods,176.8712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,28,FD,0.5107370552841327,3,1
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,396.8168,14,FD,0.20002075787410528,1,1
FDP24,20.6,Low Fat,0.083473583,Baking Goods,120.8756,OUT017,2007,Small,Tier 2,Supermarket Type1,1211.756,6,FD,1.1891050070632925,2,0
FDT55,13.6,Regular,0.076434542,Fruits and Vegetables,155.8946,OUT019,1985,Small,Tier 1,Grocery Store,473.3838,28,FD,1.0888318595931064,1,1
FDH60,19.7,Regular,0.08073703,Baking Goods,197.011,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.987,16,FD,1.1501220287671041,1,1
FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.6448,OUT035,2004,Small,Tier 2,Supermarket Type1,2045.3376,9,FD,0.8393157438896689,2,1
NCX29,10.0,Low Fat,0.089152528,Health and Hygiene,147.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,437.4306,16,NC,1.2700031989419978,1,1
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,OUT013,1987,High,Tier 3,Supermarket Type1,2446.815,26,FD,0.2259740295312415,3,1
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,1999,Medium,Tier 1,Supermarket Type1,2030.69,14,FD,2.155430276150539,1,0
FDL12,15.85,Regular,0.121609722,Baking Goods,60.222,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298,9,FD,1.7323651883707332,2,0
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848,26,FD,0.3295665421617902,3,0
NCM29,11.5,Low Fat,0.017714096,Health and Hygiene,132.9626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1442.7886,4,NC,0.2523423518216516,3,0
FDO24,11.1,Low Fat,0.176182345,Baking Goods,156.4604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2376.906,14,FD,2.509767774023219,1,1
NCJ43,6.635,Low Fat,0.027069402,Household,174.9396,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396,16,NC,0.3856113551087067,1,1
FDA37,7.81,Regular,0.055226755,Canned,123.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,871.5322,16,FD,0.7867208826337037,1,0
NCM07,9.395,Low Fat,0.040124625,Others,85.1908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1342.2528,4,NC,0.5715867317452631,3,0
FDT49,7.0,Low Fat,0.151376958,Canned,108.228,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808,9,FD,2.15640795857307,2,0
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,2004,Small,Tier 2,Supermarket Type1,4572.0486,9,FD,0.5068491038052465,2,1
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.6542,4,DR,2.3720362926547733,3,0
NCZ41,19.85,Low Fat,0.06478563,Health and Hygiene,123.7704,OUT017,2007,Small,Tier 2,Supermarket Type1,2503.408,6,NC,0.9228897844093963,2,0
DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,OUT049,1999,Medium,Tier 1,Supermarket Type1,6050.7904,14,DR,1.2140323190259261,1,1
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,OUT017,2007,Small,Tier 2,Supermarket Type1,2441.4886,6,FD,2.050116178052422,2,0
FDT60,12.0,Low Fat,0.132275338,Baking Goods,123.8388,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,28,FD,1.8842999314740017,1,0
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,OUT035,2004,Small,Tier 2,Supermarket Type1,1797.66,9,FD,2.1273646850946135,2,1
FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594,16,FD,0.6385226636263002,1,1
FDO48,15.0,Regular,0.02681843,Baking Goods,219.7456,OUT013,1987,High,Tier 3,Supermarket Type1,3094.6384,26,FD,0.38203618735973527,3,1
FDS59,14.8,Regular,0.04407225,Breads,109.057,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,4,FD,0.6278217762324302,3,0
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,882.8508,16,FD,0.36855620149679663,1,1
NCM05,6.825,Low Fat,0.059835659,Health and Hygiene,264.3226,OUT035,2004,Small,Tier 2,Supermarket Type1,4229.1616,9,NC,0.8523760351563171,2,1
NCU06,17.6,Low Fat,0.13027716,Household,228.001,OUT019,1985,Small,Tier 1,Grocery Store,1148.505,28,NC,1.8558353157307945,1,1
FDV13,17.35,Regular,0.027653795,Canned,88.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1318.284,14,FD,0.3939362001365371,1,0
FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,1987,High,Tier 3,Supermarket Type1,1720.4272,26,FD,0.6716334361598985,3,0
FDJ60,19.35,Regular,0.062882112,Baking Goods,164.1184,OUT017,2007,Small,Tier 2,Supermarket Type1,2807.0128,6,FD,0.895773627375199,2,1
FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1508.037,14,FD,2.169481327011648,1,0
DRF49,7.27,Low Fat,0.071064499,Soft Drinks,114.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.2216,9,DR,1.0123340648423387,2,0
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864,4,FD,0.5944121945938226,3,0
FDB27,7.575,Low Fat,0.055121892,Dairy,196.7768,OUT027,1985,Medium,Tier 3,Supermarket Type3,5912.304,28,FD,0.7852270792785071,3,1
NCS18,12.65,Low Fat,0.042211119,Household,108.6938,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.5194,16,NC,0.6013094341073687,1,0
FDZ49,11.0,Regular,0.132500853,Canned,220.3798,OUT027,1985,Medium,Tier 3,Supermarket Type3,5289.1152,28,FD,1.8875124569944155,3,1
FDN32,17.5,Low Fat,0.015557426,Fruits and Vegetables,184.7266,OUT035,2004,Small,Tier 2,Supermarket Type1,2213.1192,9,FD,0.22161997231647104,2,1
FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,OUT049,1999,Medium,Tier 1,Supermarket Type1,6930.978,14,FD,0.3049903195013143,1,1
NCD31,12.1,Low Fat,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046,4,NC,0.22076398736648484,3,1
NCV30,20.2,Low Fat,0.065612808,Household,62.351,OUT027,1985,Medium,Tier 3,Supermarket Type3,2150.534,28,NC,0.9346731710352297,3,0
FDY49,17.2,Regular,0.012030747,Canned,166.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,1155.8288,14,FD,0.17138142370636808,1,1
FDM10,18.25,Low Fat,0.075603699,Snack Foods,215.1218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.827,28,FD,1.0769962639965511,3,1
FDT11,5.94,Regular,0.029372367,Breads,186.7556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676,16,FD,0.4184177486307329,1,1
FDD39,16.7,Low Fat,0.070096518,Dairy,217.885,OUT013,1987,High,Tier 3,Supermarket Type1,3894.93,26,FD,0.9985448993066729,3,1
NCL31,7.39,Low Fat,0.120258245,Others,141.547,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.352,9,NC,1.7131130128934822,2,0
FDZ47,20.7,Regular,0.079281476,Baking Goods,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,892.8378,9,FD,1.1293872467289232,2,0
NCU18,15.1,Low Fat,0.097768728,Household,142.4496,OUT019,1985,Small,Tier 1,Grocery Store,564.5984,28,NC,1.392743426372498,1,0
FDJ58,15.6,Regular,0.104786172,Snack Foods,172.2764,OUT027,1985,Medium,Tier 3,Supermarket Type3,1545.9876,28,FD,1.492708918415487,3,1
FDX12,18.2,Regular,0.043626605,Baking Goods,241.4196,OUT010,1998,Small,Tier 3,Grocery Store,482.0392,15,FD,0.621473436053086,3,1
FDV60,20.2,Regular,0.117839328,Baking Goods,195.211,OUT018,2009,Medium,Tier 3,Supermarket Type2,2356.932,4,FD,1.6786548500472733,3,1
NCB19,6.525,Low Fat,0.089858447,Household,84.5882,OUT027,1985,Medium,Tier 3,Supermarket Type3,2061.3168,28,NC,1.280059216514421,3,0
FDH45,15.1,Regular,0.185008985,Fruits and Vegetables,42.3796,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,28,FD,2.6355057792978354,1,0
FDB03,17.75,Regular,0.156701315,Dairy,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,4566.7222,26,FD,2.23225494321841,3,1
FDI27,8.71,Regular,0.045910716500000004,Dairy,43.5744,OUT017,2007,Small,Tier 2,Supermarket Type1,498.0184,6,FD,0.6540112560882084,2,0
FDN22,18.85,Regular,0.139087683,Snack Foods,251.7724,OUT017,2007,Small,Tier 2,Supermarket Type1,3020.0688,6,FD,1.981343729741803,2,1
FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,OUT035,2004,Small,Tier 2,Supermarket Type1,4649.9472,9,FD,1.271303237926183,2,1
FDM02,12.5,Regular,0.073721115,Canned,85.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,9,FD,1.0501783177653796,2,0
FDW38,5.325,Regular,0.138679995,Dairy,53.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,862.8768,16,FD,1.9755360978575982,1,0
FDP34,12.85,Low Fat,0.240268248,Snack Foods,156.463,OUT019,1985,Small,Tier 1,Grocery Store,312.926,28,FD,3.4226897476669342,1,1
FDY55,16.75,Low Fat,0.0812786815,Fruits and Vegetables,255.3988,OUT046,1997,Small,Tier 1,Supermarket Type1,4625.9784,16,FD,1.1578380089321505,1,1
FDL34,16.0,Low Fat,0.040911824,Snack Foods,141.2496,OUT013,1987,High,Tier 3,Supermarket Type1,3387.5904,26,FD,0.5828006061090271,3,0
FDA09,13.35,Regular,0.149974858,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,5932.278,4,FD,2.1364346440167337,3,1
FDM51,11.8,Regular,0.026072872,Meat,99.8674,OUT017,2007,Small,Tier 2,Supermarket Type1,1018.674,6,FD,0.37141550092225367,2,0
FDI34,10.65,Regular,0.085482761,Snack Foods,231.4668,OUT018,2009,Medium,Tier 3,Supermarket Type2,3225.1352,4,FD,1.2177263209450917,3,1
NCD31,12.1,Low Fat,0.015521768,Household,165.8526,OUT017,2007,Small,Tier 2,Supermarket Type1,3124.5994,6,NC,0.22111201393229743,2,1
