,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
22515,Procurement,region_27,Bachelor's,f,sourcing,1,36,3.0,3,0,0,68
45397,Operations,region_4,Bachelor's,m,other,1,26,5.0,3,0,0,56
795,HR,region_2,Master's & above,f,sourcing,1,43,5.0,11,1,0,51
8225,HR,region_2,Below Secondary,m,sourcing,1,24,,1,1,0,49
10055,Operations,region_11,Master's & above,f,other,1,44,3.0,10,0,0,56
14170,Technology,region_28,Bachelor's,m,other,1,30,5.0,4,1,0,78
22939,Sales & Marketing,region_2,Bachelor's,m,other,2,41,5.0,7,0,0,47
10401,Operations,region_32,Bachelor's,f,sourcing,1,36,5.0,9,0,0,61
9161,Sales & Marketing,region_2,Bachelor's,f,other,1,33,4.0,2,0,0,50
22738,Finance,region_22,Bachelor's,m,other,2,28,,1,1,0,64
8103,Analytics,region_22,Bachelor's,m,sourcing,2,26,4.0,3,0,0,86
16260,Sales & Marketing,region_16,Bachelor's,f,other,1,40,5.0,13,0,0,49
27943,Technology,region_2,Bachelor's,f,sourcing,1,33,4.0,6,0,0,82
12054,Technology,region_2,Bachelor's,m,other,3,23,3.0,2,0,0,79
36002,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,41,3.0,4,0,0,51
39757,Operations,region_22,Master's & above,f,sourcing,1,47,5.0,3,1,0,59
14972,Operations,region_2,Bachelor's,f,sourcing,1,52,2.0,22,1,0,67
22057,Procurement,region_31,Bachelor's,m,sourcing,2,28,3.0,4,1,0,63
15388,Analytics,region_26,Bachelor's,m,other,2,28,,1,1,1,80
26062,Sales & Marketing,region_16,,m,sourcing,1,31,1.0,4,0,0,54
52659,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,3.0,6,1,0,52
49190,Sales & Marketing,region_25,,m,other,1,26,3.0,2,1,0,47
50888,Procurement,region_10,Master's & above,m,other,1,32,3.0,4,0,0,68
35617,Operations,region_15,,m,sourcing,1,34,3.0,3,0,0,58
25292,Sales & Marketing,region_17,Bachelor's,m,other,1,35,1.0,7,0,0,55
40483,Procurement,region_15,Master's & above,f,sourcing,1,39,5.0,12,1,0,69
1355,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,26,4.0,3,1,0,47
41621,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,55,2.0,16,0,0,49
28126,Operations,region_2,Bachelor's,f,other,1,34,4.0,5,1,0,57
24742,Technology,region_7,Master's & above,m,other,1,41,4.0,7,1,0,81
42471,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,51,1.0,18,0,0,47
31535,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,34,4.0,6,0,0,49
48804,Legal,region_2,Bachelor's,m,other,2,44,5.0,13,0,0,58
13494,R&D,region_2,Bachelor's,m,other,1,39,5.0,6,1,0,83
3599,Sales & Marketing,region_26,,f,sourcing,1,24,4.0,2,0,0,50
38531,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,4.0,10,0,0,52
4080,Technology,region_22,Master's & above,m,sourcing,1,35,4.0,5,0,0,82
30509,Technology,region_27,Bachelor's,f,sourcing,1,27,3.0,6,0,0,79
12352,Analytics,region_15,Master's & above,m,other,1,31,1.0,6,0,0,86
25324,HR,region_2,Bachelor's,m,sourcing,1,36,4.0,8,1,0,47
3257,Analytics,region_22,Bachelor's,m,referred,1,28,5.0,7,0,0,86
29548,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,29,3.0,6,1,1,88
36150,Operations,region_13,Master's & above,f,sourcing,1,36,3.0,10,0,0,60
48157,Operations,region_8,Bachelor's,m,sourcing,1,30,3.0,5,1,0,58
35655,Analytics,region_2,Bachelor's,m,sourcing,1,30,4.0,9,0,0,86
26666,Sales & Marketing,region_2,Bachelor's,m,other,1,31,3.0,4,1,0,52
2466,Procurement,region_2,Master's & above,f,sourcing,1,44,5.0,5,1,0,74
1181,Sales & Marketing,region_7,,m,sourcing,1,27,3.0,4,1,0,48
46816,Technology,region_16,Bachelor's,m,sourcing,3,24,,1,0,0,82
25930,Sales & Marketing,region_2,,f,sourcing,1,28,,1,1,0,47
30260,Operations,region_22,Master's & above,f,other,1,37,4.0,2,1,0,61
25963,R&D,region_22,Bachelor's,m,sourcing,1,28,2.0,4,0,0,85
6497,Legal,region_22,Bachelor's,m,other,1,29,,1,0,0,56
38852,Procurement,region_11,Master's & above,m,sourcing,1,40,3.0,8,0,0,67
40463,Analytics,region_22,Bachelor's,f,sourcing,1,29,4.0,3,1,0,87
43372,HR,region_2,Below Secondary,m,referred,1,24,,1,1,0,48
52653,Procurement,region_7,Bachelor's,m,sourcing,1,32,2.0,4,0,0,71
48381,Sales & Marketing,region_16,,m,sourcing,1,21,,1,0,0,51
53347,Analytics,region_17,Bachelor's,m,other,1,26,3.0,4,1,0,84
27385,Procurement,region_4,Bachelor's,f,sourcing,1,29,1.0,2,0,0,72
17233,Sales & Marketing,region_31,Bachelor's,m,other,1,36,2.0,11,0,0,48
34748,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,44,5.0,4,1,0,51
41168,Technology,region_31,Master's & above,m,sourcing,1,40,3.0,4,0,0,75
3831,Procurement,region_2,Bachelor's,f,other,1,33,5.0,7,1,0,73
49235,HR,region_4,Master's & above,f,other,1,32,5.0,6,1,0,48
43502,Technology,region_2,Bachelor's,f,other,1,29,1.0,4,0,1,82
49932,Procurement,region_10,Master's & above,m,other,1,35,5.0,3,1,0,69
29697,Operations,region_2,Master's & above,f,sourcing,1,54,5.0,11,1,0,58
32973,Procurement,region_2,Bachelor's,f,other,1,31,4.0,4,0,0,67
6828,Analytics,region_2,Bachelor's,f,other,2,29,3.0,5,0,0,81
45112,Operations,region_15,Master's & above,m,referred,2,34,5.0,7,0,0,61
5314,Operations,region_26,Bachelor's,m,other,1,40,3.0,6,1,0,60
22073,Analytics,region_2,Bachelor's,m,other,1,27,5.0,4,1,0,87
52727,Operations,region_15,Bachelor's,f,other,1,35,3.0,5,1,0,53
18954,Finance,region_26,Bachelor's,f,sourcing,1,28,2.0,2,0,0,60
44750,Operations,region_34,Bachelor's,m,sourcing,1,30,3.0,4,1,0,61
20051,Procurement,region_13,Bachelor's,m,sourcing,1,30,3.0,4,0,0,71
48723,Procurement,region_27,Master's & above,f,sourcing,1,36,4.0,4,0,0,64
22140,Sales & Marketing,region_2,,m,other,1,22,,1,1,0,51
14316,Technology,region_7,Bachelor's,m,sourcing,1,37,4.0,9,1,0,79
2301,Procurement,region_31,Bachelor's,f,sourcing,3,28,,1,1,0,70
11099,Technology,region_7,Bachelor's,m,sourcing,2,30,2.0,2,0,0,79
42635,Sales & Marketing,region_1,Bachelor's,m,other,1,34,3.0,8,0,0,52
3641,Analytics,region_3,Bachelor's,m,sourcing,1,29,,1,1,0,83
48466,Operations,region_17,Bachelor's,f,sourcing,1,31,5.0,3,1,0,62
37266,Operations,region_5,Bachelor's,m,other,3,34,1.0,3,0,0,56
4078,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,29,5.0,3,0,0,52
16970,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,32,1.0,3,0,0,53
47240,Operations,region_16,Master's & above,f,other,1,37,4.0,3,1,0,59
12101,Technology,region_15,Bachelor's,m,other,1,38,3.0,3,0,0,86
522,R&D,region_22,Bachelor's,f,other,1,29,,1,1,0,86
31053,Sales & Marketing,region_11,Master's & above,m,other,1,31,1.0,4,0,0,50
54036,Operations,region_5,Bachelor's,m,other,1,30,3.0,5,0,0,59
29691,Operations,region_31,Bachelor's,f,sourcing,1,29,4.0,5,1,0,64
48275,Analytics,region_2,Bachelor's,m,sourcing,2,30,2.0,2,0,0,82
5307,Operations,region_26,Bachelor's,f,other,1,39,5.0,10,1,0,62
19415,Analytics,region_2,Bachelor's,m,other,1,29,3.0,5,0,0,86
49805,Analytics,region_23,Bachelor's,m,other,1,31,2.0,6,0,0,84
11463,Procurement,region_17,Bachelor's,f,other,1,32,4.0,10,0,0,69
6871,Procurement,region_13,Bachelor's,m,sourcing,2,43,1.0,11,0,0,67
52678,Sales & Marketing,region_10,Bachelor's,m,other,1,42,1.0,7,0,0,48
8124,Operations,region_22,Bachelor's,m,sourcing,1,33,3.0,4,1,0,58
21054,Operations,region_31,Master's & above,f,sourcing,1,32,4.0,7,0,0,59
32440,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,5.0,4,1,0,53
20837,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,38,5.0,9,0,0,48
35273,Operations,region_15,Bachelor's,m,other,1,33,2.0,9,0,0,57
26910,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,5.0,6,0,0,46
17466,Operations,region_15,Master's & above,f,other,2,37,4.0,9,0,0,63
48952,Technology,region_7,Bachelor's,m,other,1,28,4.0,5,0,0,86
51987,Technology,region_27,Bachelor's,m,other,1,43,3.0,7,0,0,83
21535,Procurement,region_17,Bachelor's,f,sourcing,1,46,4.0,3,0,0,70
3907,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,1.0,15,0,0,50
38955,Operations,region_2,Master's & above,f,other,2,42,3.0,13,0,0,58
25986,Operations,region_2,Bachelor's,m,sourcing,2,38,5.0,7,0,0,58
5413,Sales & Marketing,region_7,Bachelor's,f,other,1,31,3.0,2,1,0,50
52103,Operations,region_27,Bachelor's,f,other,2,27,,1,0,0,59
9541,Procurement,region_8,Bachelor's,m,other,1,30,5.0,6,1,0,72
37615,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,44,4.0,13,0,0,51
32562,Sales & Marketing,region_2,,m,other,1,29,1.0,3,0,0,49
42523,Sales & Marketing,region_2,Master's & above,m,sourcing,1,20,3.0,2,0,0,52
47954,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,3.0,7,1,0,51
44061,Technology,region_2,Bachelor's,f,other,1,46,4.0,10,0,0,84
8261,Sales & Marketing,region_2,Master's & above,m,other,4,32,2.0,5,0,0,48
43075,Analytics,region_15,Bachelor's,m,other,2,33,3.0,7,0,0,84
36822,Analytics,region_25,Master's & above,m,sourcing,1,37,4.0,10,0,0,90
25267,Finance,region_2,Bachelor's,f,other,1,34,3.0,7,0,0,57
17831,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,32,3.0,7,0,0,51
29386,Sales & Marketing,region_2,Master's & above,m,other,1,38,5.0,10,1,0,48
5899,Finance,region_30,Bachelor's,m,sourcing,1,29,3.0,2,0,0,58
53205,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,31,3.0,9,0,0,51
52753,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,34,1.0,2,0,0,51
26817,Sales & Marketing,region_22,,m,other,4,27,,1,0,0,52
45291,Technology,region_30,Bachelor's,m,other,1,32,5.0,4,1,0,81
37965,Technology,region_2,Master's & above,f,sourcing,1,46,1.0,16,0,0,77
1007,Procurement,region_7,Bachelor's,m,sourcing,1,33,5.0,6,1,0,72
17560,Procurement,region_22,Bachelor's,f,sourcing,1,29,,1,1,0,72
17960,R&D,region_2,Master's & above,m,sourcing,2,37,5.0,7,0,0,83
6012,Operations,region_2,Master's & above,m,sourcing,1,36,5.0,2,1,0,56
46782,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,38,4.0,10,1,0,48
51256,HR,region_2,Bachelor's,m,sourcing,1,51,2.0,12,0,0,49
881,Procurement,region_21,Bachelor's,m,sourcing,3,43,5.0,2,0,0,70
34608,Finance,region_4,Master's & above,f,other,1,34,5.0,7,1,0,53
50978,Sales & Marketing,region_23,Master's & above,f,other,1,32,3.0,7,0,0,53
32177,Operations,region_13,Bachelor's,m,other,1,34,3.0,3,1,0,53
1049,Sales & Marketing,region_7,Bachelor's,m,other,2,26,1.0,3,0,0,50
17537,Operations,region_2,Master's & above,f,sourcing,1,33,4.0,2,0,0,59
22522,Sales & Marketing,region_15,Bachelor's,f,other,1,31,,1,0,0,50
11367,Sales & Marketing,region_29,Bachelor's,m,other,1,32,1.0,3,0,0,51
54777,Technology,region_13,Bachelor's,m,other,1,52,2.0,3,0,0,77
25213,Operations,region_25,Master's & above,m,other,1,34,4.0,5,0,0,59
29968,Sales & Marketing,region_22,Bachelor's,m,other,3,28,2.0,4,0,0,49
12325,Technology,region_10,Master's & above,m,sourcing,1,30,,1,0,0,84
43616,Operations,region_2,Bachelor's,m,other,2,32,4.0,4,1,0,59
41911,Operations,region_19,Bachelor's,m,sourcing,1,30,5.0,5,1,0,61
49262,Technology,region_2,Bachelor's,f,sourcing,2,31,5.0,6,1,0,78
27382,Procurement,region_29,Bachelor's,m,other,1,29,1.0,5,0,0,64
35416,Technology,region_27,Bachelor's,f,sourcing,1,25,4.0,3,1,0,85
25509,HR,region_20,Bachelor's,f,sourcing,1,27,5.0,3,0,0,49
1011,Analytics,region_14,Bachelor's,m,other,1,27,4.0,3,1,0,89
10202,Procurement,region_2,Bachelor's,f,other,1,27,2.0,2,1,0,72
45404,Technology,region_7,Bachelor's,m,sourcing,1,34,5.0,8,1,0,78
32085,Analytics,region_2,Bachelor's,m,other,1,34,4.0,3,0,0,85
39936,Analytics,region_22,Bachelor's,f,other,1,26,5.0,3,1,0,85
20868,Analytics,region_11,Bachelor's,m,sourcing,2,27,4.0,4,0,0,86
15250,Sales & Marketing,region_2,Bachelor's,f,other,1,32,5.0,6,0,0,46
35913,Technology,region_17,Bachelor's,m,sourcing,1,27,4.0,4,0,0,78
40574,Operations,region_13,Bachelor's,f,referred,1,30,2.0,8,1,0,58
23991,Technology,region_2,Master's & above,f,sourcing,1,35,1.0,9,0,0,74
46667,Operations,region_7,Master's & above,f,sourcing,1,37,5.0,8,1,0,58
5262,Operations,region_13,Bachelor's,f,other,1,31,3.0,3,1,0,61
48971,Operations,region_2,Master's & above,m,other,1,47,3.0,7,0,0,64
5032,Analytics,region_13,Bachelor's,m,other,1,31,4.0,5,0,0,82
32693,Sales & Marketing,region_12,Bachelor's,m,other,1,39,5.0,13,0,0,91
5531,Technology,region_2,Master's & above,m,other,1,43,3.0,4,0,0,79
44563,Operations,region_10,Bachelor's,m,other,1,40,3.0,6,0,0,62
46705,Operations,region_32,Bachelor's,m,sourcing,1,31,2.0,5,0,1,57
21059,Procurement,region_22,Master's & above,m,sourcing,1,34,3.0,4,0,0,69
29962,Operations,region_2,Master's & above,m,other,1,38,1.0,8,0,0,58
18254,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,48,5.0,7,1,0,48
2816,Analytics,region_2,Bachelor's,m,other,1,38,1.0,9,0,0,85
44020,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,28,2.0,3,0,0,55
54311,HR,region_2,Master's & above,m,other,1,51,3.0,17,0,0,51
54088,Sales & Marketing,region_12,Master's & above,m,other,1,38,4.0,4,0,0,50
16960,Sales & Marketing,region_28,Bachelor's,m,other,2,38,5.0,2,1,0,48
31560,Legal,region_11,Bachelor's,m,sourcing,1,31,5.0,3,1,0,58
29916,Analytics,region_28,Master's & above,m,other,1,42,5.0,3,1,0,81
22926,Sales & Marketing,region_2,Master's & above,f,sourcing,1,33,1.0,6,0,0,49
52827,Procurement,region_2,Master's & above,m,sourcing,1,59,3.0,16,0,0,72
53937,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,4.0,8,0,0,55
26736,Operations,region_9,Bachelor's,m,other,1,30,,1,0,0,57
47929,Operations,region_22,Bachelor's,m,other,1,36,3.0,9,1,0,59
33267,Sales & Marketing,region_13,Bachelor's,m,other,2,36,3.0,7,0,0,47
40989,Analytics,region_22,Master's & above,m,other,1,34,2.0,3,0,0,83
2508,Sales & Marketing,region_1,Master's & above,m,sourcing,1,33,1.0,3,0,0,49
26151,Sales & Marketing,region_22,Bachelor's,m,other,5,25,,1,0,0,52
10374,Sales & Marketing,region_28,Bachelor's,f,other,1,27,3.0,5,0,0,54
25239,Analytics,region_2,Bachelor's,m,other,2,25,5.0,3,1,0,85
2795,Technology,region_22,Bachelor's,f,other,1,29,3.0,3,0,0,82
31378,Sales & Marketing,region_26,Bachelor's,m,other,1,29,1.0,3,1,0,52
25633,Sales & Marketing,region_13,Master's & above,m,sourcing,1,35,1.0,8,0,0,51
294,Finance,region_7,Bachelor's,m,other,1,26,1.0,3,0,0,59
36246,Operations,region_8,Bachelor's,f,other,1,25,1.0,2,0,0,63
45844,Finance,region_2,Bachelor's,m,sourcing,1,53,5.0,7,1,0,61
17414,Operations,region_2,Bachelor's,m,other,1,28,3.0,2,1,0,56
15837,Procurement,region_27,Bachelor's,m,other,2,31,3.0,6,0,0,71
11016,Finance,region_13,Bachelor's,m,sourcing,1,24,5.0,3,1,0,62
32364,Sales & Marketing,region_19,Bachelor's,m,other,1,45,4.0,17,0,0,48
37336,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,33,1.0,7,0,0,47
24566,Operations,region_15,Bachelor's,f,other,1,44,4.0,7,1,1,61
4252,Operations,region_17,Bachelor's,m,other,1,37,4.0,10,1,0,62
18598,Operations,region_2,Master's & above,f,other,1,47,5.0,15,1,0,58
35089,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,26,,1,1,0,49
11224,Finance,region_13,Bachelor's,f,sourcing,2,27,2.0,4,0,0,59
35530,Sales & Marketing,region_12,Bachelor's,m,other,1,37,3.0,8,0,0,45
7251,Finance,region_22,Bachelor's,m,other,1,27,,1,0,0,61
1410,Procurement,region_8,Bachelor's,m,other,1,29,5.0,4,0,0,71
47011,Operations,region_7,Bachelor's,m,other,1,46,4.0,5,0,0,60
22509,Operations,region_26,Bachelor's,m,other,1,40,3.0,6,1,0,66
39422,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,1.0,10,0,0,50
24021,Sales & Marketing,region_13,Master's & above,m,other,4,35,3.0,9,0,0,47
53119,Sales & Marketing,region_30,Bachelor's,m,other,1,41,3.0,7,0,0,50
42205,Procurement,region_7,Master's & above,f,sourcing,1,31,4.0,3,1,0,68
31778,Procurement,region_2,Bachelor's,f,sourcing,2,34,3.0,10,0,0,66
47666,Operations,region_15,Master's & above,f,sourcing,1,37,3.0,2,0,0,60
25795,Sales & Marketing,region_9,Bachelor's,m,other,1,37,1.0,3,0,0,50
33379,Procurement,region_13,Bachelor's,m,other,1,44,3.0,8,0,0,70
15440,Operations,region_26,Bachelor's,m,sourcing,1,42,4.0,17,0,0,61
17498,R&D,region_31,Master's & above,m,other,1,34,3.0,5,1,0,80
27980,Sales & Marketing,region_16,Bachelor's,m,other,1,35,4.0,9,0,0,54
31221,Technology,region_33,Bachelor's,m,other,1,26,3.0,3,0,0,78
23980,Analytics,region_22,Bachelor's,m,sourcing,1,29,3.0,3,1,0,89
44085,Procurement,region_30,Bachelor's,f,sourcing,1,33,5.0,7,0,0,79
34401,Operations,region_31,Bachelor's,m,other,1,25,2.0,2,0,0,59
210,Procurement,region_2,Below Secondary,f,other,1,23,1.0,2,0,0,69
16429,Procurement,region_2,Bachelor's,m,other,1,30,4.0,2,1,0,73
481,Analytics,region_13,Bachelor's,m,sourcing,1,32,3.0,7,0,0,80
34034,Procurement,region_8,Bachelor's,m,other,1,30,1.0,5,0,0,70
43611,Sales & Marketing,region_7,Bachelor's,f,other,1,34,3.0,7,0,0,45
22820,Operations,region_19,Bachelor's,m,other,1,38,2.0,9,0,0,56
31743,Sales & Marketing,region_11,Master's & above,f,sourcing,1,36,3.0,11,0,0,50
33195,Technology,region_14,Bachelor's,f,sourcing,1,35,3.0,8,1,0,77
18579,Sales & Marketing,region_2,Bachelor's,m,other,1,35,4.0,10,0,0,48
10226,Finance,region_22,Bachelor's,m,other,1,27,,1,1,0,63
25624,Operations,region_13,Bachelor's,f,other,1,36,5.0,8,1,0,62
12095,Procurement,region_29,Bachelor's,m,sourcing,1,30,1.0,5,0,0,72
35429,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,29,3.0,3,0,0,50
15796,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,44,5.0,11,0,0,48
37318,Sales & Marketing,region_23,Bachelor's,m,other,1,26,2.0,2,0,0,46
45190,Technology,region_11,Bachelor's,f,other,1,31,4.0,10,1,0,78
31193,Operations,region_7,Master's & above,f,other,1,35,2.0,10,0,0,57
50243,Technology,region_5,Bachelor's,m,other,1,31,3.0,4,0,0,84
23819,Sales & Marketing,region_15,Bachelor's,m,other,1,42,4.0,12,0,0,50
46548,Technology,region_23,Master's & above,m,other,1,32,3.0,5,1,0,79
17753,Technology,region_5,Bachelor's,m,other,1,32,5.0,2,1,1,86
25255,Sales & Marketing,region_19,Bachelor's,m,other,3,43,2.0,5,0,0,49
23958,R&D,region_4,Bachelor's,m,other,2,33,3.0,4,1,0,84
30664,Sales & Marketing,region_10,Bachelor's,m,other,1,40,3.0,10,0,0,46
13765,Finance,region_28,Master's & above,m,sourcing,1,39,3.0,3,0,0,58
16983,Operations,region_15,Bachelor's,m,sourcing,1,31,4.0,5,1,0,55
38001,Operations,region_4,Bachelor's,m,sourcing,1,26,5.0,6,0,0,58
4019,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,2.0,2,1,0,46
28923,Technology,region_26,Below Secondary,f,sourcing,1,23,,1,0,0,77
17310,Operations,region_4,Master's & above,m,other,1,31,5.0,7,1,0,57
46268,Finance,region_7,Bachelor's,m,sourcing,1,30,4.0,4,1,0,59
7389,Operations,region_15,Master's & above,m,other,1,38,5.0,7,0,0,75
11490,Operations,region_27,Bachelor's,m,other,1,27,5.0,3,1,0,58
15728,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,30,3.0,5,0,0,52
43575,Operations,region_30,Bachelor's,m,other,1,31,3.0,6,0,0,61
51547,Finance,region_2,Master's & above,m,other,1,33,3.0,6,1,0,60
1991,Technology,region_16,Bachelor's,f,other,1,59,3.0,14,0,0,76
49465,Technology,region_7,Bachelor's,m,sourcing,1,51,5.0,7,1,0,76
1663,Technology,region_28,Master's & above,m,other,1,34,3.0,9,0,0,80
47652,Sales & Marketing,region_22,Master's & above,m,sourcing,1,40,4.0,11,1,0,49
30496,Finance,region_4,Master's & above,m,sourcing,1,36,3.0,7,1,0,65
19259,Procurement,region_31,Bachelor's,m,other,2,26,,1,1,0,65
20551,Sales & Marketing,region_8,Bachelor's,m,other,1,33,1.0,5,1,0,51
21220,Analytics,region_11,Bachelor's,m,sourcing,2,29,5.0,4,0,0,87
23932,Analytics,region_26,Bachelor's,m,sourcing,1,32,4.0,5,1,0,80
35676,Finance,region_26,Bachelor's,m,sourcing,1,28,3.0,5,0,0,56
32694,Analytics,region_29,Bachelor's,m,other,1,27,,1,1,0,85
31727,Legal,region_7,Bachelor's,m,sourcing,1,35,4.0,2,0,0,61
47191,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,34,2.0,4,0,0,49
16715,Procurement,region_15,Bachelor's,m,other,1,41,3.0,6,0,0,75
3296,Sales & Marketing,region_22,Master's & above,f,other,1,40,5.0,11,0,0,50
2840,Analytics,region_2,Bachelor's,m,other,1,33,5.0,9,1,0,83
36526,Procurement,region_22,Bachelor's,m,other,3,27,5.0,2,0,0,68
41916,Operations,region_22,Below Secondary,m,other,1,25,,1,1,0,55
38088,Sales & Marketing,region_26,Bachelor's,m,other,1,36,3.0,4,1,1,94
2155,Procurement,region_2,Master's & above,f,sourcing,1,45,4.0,4,1,0,73
37506,Technology,region_31,Bachelor's,m,sourcing,1,32,4.0,2,0,0,77
36771,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,32,1.0,7,0,0,50
45227,Analytics,region_31,Bachelor's,f,other,1,27,1.0,3,0,0,87
34649,Technology,region_16,Bachelor's,f,sourcing,1,31,3.0,3,0,0,84
25174,Technology,region_30,Bachelor's,m,other,1,31,3.0,5,0,0,77
12702,Sales & Marketing,region_26,Bachelor's,m,other,1,33,5.0,6,1,0,52
23167,Operations,region_14,Bachelor's,f,other,1,35,4.0,10,0,0,57
26373,Analytics,region_22,Bachelor's,m,other,2,30,4.0,7,1,0,82
23457,Analytics,region_13,Bachelor's,m,sourcing,2,33,4.0,9,0,0,86
45148,Finance,region_2,Bachelor's,m,other,1,26,2.0,2,0,0,61
8345,Sales & Marketing,region_7,Bachelor's,m,other,1,31,5.0,5,1,0,49
23356,Operations,region_8,Bachelor's,m,sourcing,1,28,3.0,3,0,0,56
4161,Analytics,region_15,,m,other,1,31,2.0,3,0,1,83
142,Analytics,region_25,Bachelor's,m,other,1,30,5.0,3,1,0,84
38914,Analytics,region_22,Bachelor's,m,sourcing,2,33,4.0,9,1,0,87
21277,Technology,region_2,Master's & above,f,other,1,49,4.0,18,0,0,83
33524,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,35,2.0,8,0,0,53
39815,Procurement,region_24,Master's & above,f,sourcing,2,33,3.0,7,0,0,68
48048,Operations,region_30,Bachelor's,f,sourcing,1,34,4.0,7,1,0,60
34136,Operations,region_26,Bachelor's,m,other,2,32,5.0,6,1,0,61
30371,Sales & Marketing,region_28,Master's & above,f,sourcing,1,33,1.0,2,0,0,51
45104,Sales & Marketing,region_21,Bachelor's,m,other,1,28,3.0,2,0,0,48
30635,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,28,3.0,7,0,0,46
44074,Procurement,region_16,Bachelor's,f,other,1,29,3.0,3,0,0,68
37305,Analytics,region_2,Bachelor's,f,sourcing,1,39,1.0,9,0,0,87
15031,Sales & Marketing,region_26,Bachelor's,m,other,1,34,2.0,9,0,0,52
42487,Procurement,region_14,Bachelor's,m,other,1,31,3.0,3,0,0,69
33091,HR,region_2,Master's & above,f,other,1,42,1.0,14,0,0,52
13880,Operations,region_32,Bachelor's,f,sourcing,1,34,3.0,5,1,0,60
40357,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,25,4.0,2,0,0,52
50548,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,43,3.0,11,0,0,45
50713,Analytics,region_24,Bachelor's,m,other,1,28,,1,1,0,86
46026,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,3.0,2,0,0,49
11356,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38,5.0,9,0,0,55
44102,Finance,region_30,Bachelor's,m,sourcing,3,26,,1,1,0,57
29007,Sales & Marketing,region_22,Bachelor's,m,other,3,27,1.0,2,0,0,47
18128,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,34,4.0,6,0,0,51
1638,Operations,region_13,Bachelor's,m,other,1,46,3.0,17,0,0,61
27591,Operations,region_11,Bachelor's,m,other,1,27,3.0,3,1,0,58
36351,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,42,4.0,15,0,0,51
52286,Analytics,region_29,Master's & above,m,sourcing,1,37,3.0,8,0,0,81
42675,Sales & Marketing,region_21,Bachelor's,m,sourcing,2,27,1.0,5,0,0,49
3979,Technology,region_22,Bachelor's,m,other,4,26,,1,0,0,82
39848,Technology,region_2,Master's & above,m,other,1,60,1.0,6,0,0,82
13573,Procurement,region_26,Master's & above,m,other,1,45,3.0,3,0,0,71
22815,HR,region_22,Bachelor's,m,other,1,27,5.0,2,1,0,48
45103,Operations,region_7,Master's & above,f,sourcing,1,39,5.0,3,1,0,58
45415,Sales & Marketing,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,0,47
27922,Procurement,region_2,Bachelor's,f,other,1,29,4.0,2,0,0,73
34397,Sales & Marketing,region_7,Bachelor's,m,other,1,38,4.0,3,0,0,48
44864,HR,region_2,Master's & above,f,other,1,42,5.0,7,1,0,45
13366,Sales & Marketing,region_5,Master's & above,m,sourcing,1,32,2.0,6,0,0,47
13244,HR,region_31,Bachelor's,f,sourcing,1,27,3.0,1,1,1,45
48598,Analytics,region_29,Bachelor's,f,sourcing,1,26,3.0,2,0,0,82
8997,Operations,region_7,Master's & above,f,other,2,41,4.0,16,1,0,58
